CryoSleep,Age,VIP,Transported,Group,Total_Expense,Num,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_S
0,50.0,0,0,2042,804.0,394,0,0,0,1,0,0,0,0,1,0,0,1
1,24.0,0,1,2043,0.0,395,0,1,0,1,0,0,0,0,1,0,0,1
0,27.0,0,1,2044,658.0,396,0,0,0,1,0,0,0,0,1,0,0,1
1,42.0,0,1,2045,0.0,324,0,0,0,0,0,0,0,0,0,1,0,1
1,30.0,0,0,2046,0.0,328,0,0,0,0,0,0,0,0,0,1,0,0
0,20.0,0,1,2051,718.0,126,0,0,0,1,0,0,0,1,0,0,0,0
0,31.0,0,1,2052,1378.0,151,0,1,0,1,0,0,0,1,0,0,0,1
0,26.0,0,0,2053,5759.0,68,1,0,0,0,0,1,0,0,0,0,0,0
0,39.0,0,0,2054,2647.0,69,1,0,0,0,0,1,0,0,0,0,0,0
0,23.0,0,0,2055,0.0,330,0,0,0,1,0,0,0,0,0,1,0,0
0,32.0,0,1,2055,700.0,330,0,0,1,0,0,0,0,0,0,1,0,0
1,25.0,0,1,2055,0.0,330,0,0,0,1,0,0,0,0,0,1,0,0
0,6.0,0,1,2055,0.0,330,0,0,0,1,0,0,0,0,0,1,0,0
1,3.0,0,1,2055,0.0,330,0,0,0,1,0,0,0,0,0,1,0,0
1,11.0,0,0,2055,0.0,330,0,0,0,1,0,0,0,0,0,1,0,0
1,52.0,0,0,2056,0.0,331,0,0,0,1,0,0,0,0,0,1,0,0
0,14.0,0,0,2056,877.0,407,0,0,0,1,0,0,0,0,1,0,0,0
0,68.0,0,0,2056,2038.0,407,0,0,0,1,0,0,0,0,1,0,0,0
1,18.0,0,1,2056,0.0,331,0,0,1,0,0,0,0,0,0,1,0,0
0,55.0,0,1,2059,909.0,333,0,0,0,1,0,0,0,0,0,1,0,0
0,22.0,0,0,2060,1853.0,327,0,0,0,0,0,0,0,0,0,1,0,1
0,34.0,0,1,2061,5446.0,65,1,0,0,1,0,0,1,0,0,0,0,0
0,17.0,0,0,2062,1336.0,398,0,1,0,1,0,0,0,0,1,0,0,1
1,38.0,0,0,2063,0.0,328,0,0,1,0,0,0,0,0,0,1,0,1
0,13.0,0,0,2065,1975.0,410,0,0,0,1,0,0,0,0,1,0,0,0
1,19.0,0,1,2066,0.0,329,0,0,0,1,0,0,0,0,0,1,0,1
1,30.0,0,1,2067,0.0,70,1,0,0,1,0,1,0,0,0,0,0,0
0,27.0,1,0,2067,3453.0,70,1,0,0,1,0,1,0,0,0,0,0,0
0,17.0,0,1,2070,860.0,127,0,0,0,1,0,0,0,1,0,0,0,0
0,45.0,0,0,2071,7337.0,78,1,0,0,0,0,1,0,0,0,0,0,1
0,28.0,0,1,2071,3577.0,78,1,0,0,0,0,1,0,0,0,0,0,1
0,23.0,0,0,2073,632.0,401,0,0,0,1,0,0,0,0,1,0,0,1
0,24.0,0,0,2074,10357.0,69,1,0,0,1,0,0,1,0,0,0,0,1
0,23.0,0,1,2074,4106.0,69,1,0,0,1,0,0,1,0,0,0,0,1
0,29.0,0,0,2075,638.0,402,0,0,0,0,0,0,0,0,1,0,0,1
0,46.0,0,0,2080,883.0,334,0,0,0,1,0,0,0,0,0,1,0,0
0,17.0,0,1,2081,919.0,411,0,0,1,0,0,0,0,0,1,0,0,0
0,20.0,0,0,2082,808.0,335,0,0,0,1,0,0,0,0,0,1,0,0
0,24.0,0,0,2083,715.0,407,0,0,0,1,0,0,0,0,1,0,0,1
0,40.0,0,0,2084,10796.0,16,1,0,0,1,0,0,0,0,0,0,0,0
1,33.0,0,1,2084,0.0,16,1,0,0,1,0,0,0,0,0,0,0,0
0,38.0,0,0,2085,9531.0,72,1,0,0,1,0,1,0,0,0,0,0,0
0,65.0,0,1,2086,4919.0,26,1,0,0,1,0,0,0,0,0,0,0,1
0,19.0,0,1,2086,2050.0,26,1,0,0,1,0,0,0,0,0,0,0,1
0,54.0,0,1,2087,873.0,408,0,0,0,1,0,0,0,0,1,0,0,1
0,38.0,0,0,2088,717.0,409,0,0,0,0,0,0,0,0,1,0,0,1
0,40.0,0,1,2088,929.0,331,0,0,0,1,0,0,0,0,0,1,0,1
0,21.0,0,0,2089,684.0,412,0,0,1,0,0,0,0,0,1,0,0,0
0,22.0,0,1,2090,821.0,413,0,0,0,1,0,0,0,0,1,0,0,0
0,33.0,0,0,2091,601.0,414,0,0,0,1,0,0,0,0,1,0,0,0
0,18.0,0,1,2092,2345.0,70,0,1,0,1,0,0,1,0,0,0,0,1
0,43.0,0,0,2092,1297.0,153,0,1,0,1,0,0,0,1,0,0,0,1
0,13.0,0,0,2092,9597.0,118,0,1,0,1,0,0,1,0,0,0,0,0
0,26.0,0,0,2092,1751.0,410,0,1,0,1,0,0,0,0,1,0,0,1
0,22.0,0,0,2092,2578.0,70,0,1,0,1,0,0,1,0,0,0,0,1
1,21.0,0,1,2094,0.0,415,0,1,0,1,0,0,0,0,1,0,0,0
0,25.0,0,0,2095,1368.0,411,0,0,1,0,0,0,0,0,1,0,0,1
0,29.0,0,0,2096,1431.0,412,0,1,0,1,0,0,0,0,1,0,0,1
0,49.0,0,0,2096,1692.0,412,0,1,0,1,0,0,0,0,1,0,0,1
1,29.0,0,1,2097,0.0,86,1,0,0,0,1,0,0,0,0,0,0,1
0,45.0,0,1,2099,2579.0,71,0,1,0,1,0,0,1,0,0,0,0,1
0,45.0,0,1,2100,742.0,413,0,0,1,0,0,0,0,0,1,0,0,1
0,30.0,0,0,2102,16788.0,79,1,0,0,1,0,1,0,0,0,0,0,1
0,29.0,0,0,2104,803.0,414,0,0,0,1,0,0,0,0,1,0,0,1
0,26.0,0,0,2104,0.0,838,0,0,0,1,0,0,0,0,0,1,0,0
1,16.0,0,0,2105,0.0,335,0,0,0,0,0,0,0,0,0,1,0,1
0,20.0,0,0,2106,4928.0,336,0,0,0,0,0,0,0,0,0,1,0,1
0,33.0,0,0,2107,888.0,338,0,0,0,1,0,0,0,0,0,1,0,0
1,18.0,0,0,2110,0.0,339,0,0,0,1,0,0,0,0,0,1,0,0
0,24.0,0,0,2111,2598.0,417,0,1,0,1,0,0,0,0,1,0,0,0
0,29.0,0,0,2112,2598.0,418,0,1,0,1,0,0,0,0,1,0,0,0
1,40.0,0,1,2114,0.0,87,1,0,0,0,1,0,0,0,0,0,0,1
1,27.0,0,1,2115,0.0,72,1,0,0,1,0,0,1,0,0,0,0,1
1,35.0,0,0,2116,0.0,339,0,0,0,1,0,0,0,0,0,1,0,1
1,26.0,0,0,2118,0.0,340,0,0,1,0,0,0,0,0,0,1,0,0
0,49.0,0,1,2120,1058.0,73,0,1,0,1,0,0,1,0,0,0,0,1
1,23.0,0,0,2121,0.0,341,0,0,0,1,0,0,0,0,0,1,0,0
1,23.0,0,0,2123,0.0,342,0,0,1,0,0,0,0,0,0,1,0,0
1,14.0,0,1,2123,0.0,342,0,0,1,0,0,0,0,0,0,1,0,0
0,21.0,0,0,2124,810.0,341,0,0,0,0,0,0,0,0,0,1,0,1
0,18.0,0,0,2125,907.0,343,0,0,0,1,0,0,0,0,0,1,0,0
0,23.0,0,0,2126,717.0,415,0,0,0,1,0,0,0,0,1,0,0,1
0,19.0,0,1,2127,790.0,419,0,0,0,1,0,0,0,0,1,0,0,0
0,22.0,0,0,2128,809.0,344,0,0,0,1,0,0,0,0,0,1,0,0
0,17.0,0,0,2129,758.0,420,0,0,0,1,0,0,0,0,1,0,0,0
0,13.0,0,0,2130,668.0,421,0,0,1,0,0,0,0,0,1,0,0,0
0,26.0,0,0,2131,991.0,128,0,0,0,1,0,0,0,1,0,0,0,0
0,28.0,0,0,2133,1182.0,74,0,1,0,1,0,0,1,0,0,0,0,1
1,16.0,0,1,2133,0.0,416,0,1,0,1,0,0,0,0,1,0,0,1
0,20.0,0,0,2134,1149.0,422,0,1,0,1,0,0,0,0,1,0,0,0
0,20.0,0,0,2135,1620.0,129,0,0,0,1,0,0,0,1,0,0,0,0
0,23.0,0,0,2135,788.0,129,0,0,0,1,0,0,0,1,0,0,0,0
0,61.0,0,0,2136,915.0,343,0,0,0,1,0,0,0,0,0,1,0,1
1,27.0,0,1,2137,0.0,423,0,1,0,1,0,0,0,0,1,0,0,0
0,3.0,0,1,2137,0.0,423,0,1,0,0,0,0,0,0,1,0,0,0
0,4.0,0,1,2137,0.0,423,0,1,0,0,0,0,0,0,1,0,0,0
1,13.0,0,1,2138,0.0,344,0,0,0,0,0,0,0,0,0,1,0,1
1,19.0,0,1,2139,0.0,417,0,1,0,1,0,0,0,0,1,0,0,1
0,18.0,0,1,2140,698.0,424,0,0,0,1,0,0,0,0,1,0,0,0
0,66.0,0,1,2141,1610.0,130,0,0,0,0,0,0,0,1,0,0,0,0
1,39.0,0,1,2142,0.0,418,0,1,0,1,0,0,0,0,1,0,0,1
0,21.0,0,0,2143,2667.0,419,0,0,0,1,0,0,0,0,1,0,0,1
1,7.0,0,0,2143,0.0,345,0,0,0,1,0,0,0,0,0,1,0,1
1,56.0,0,0,2144,0.0,1339,0,0,0,1,0,0,0,0,1,0,0,1
0,15.0,0,0,2145,1079.0,425,0,0,0,1,0,0,0,0,1,0,0,0
0,28.0,0,1,2147,1298.0,155,0,1,0,1,0,0,0,1,0,0,0,1
0,13.0,0,0,2148,874.0,420,0,0,0,1,0,0,0,0,1,0,0,1
1,18.0,0,1,2149,0.0,89,1,0,0,1,1,0,0,0,0,0,0,1
1,38.0,0,0,2150,0.0,346,0,0,1,0,0,0,0,0,0,1,0,0
0,45.0,0,0,2152,2797.0,426,0,0,0,1,0,0,0,0,1,0,0,0
1,21.0,0,0,2153,0.0,347,0,0,0,1,0,0,0,0,0,1,0,0
0,19.0,0,0,2154,628.0,348,0,0,0,1,0,0,0,0,0,1,0,0
0,49.0,0,0,2156,1527.0,421,0,0,0,1,0,0,0,0,1,0,0,1
0,21.0,0,1,2158,865.0,423,0,0,0,1,0,0,0,0,1,0,0,1
0,18.0,0,1,2159,2429.0,424,0,0,0,1,0,0,0,0,1,0,0,1
1,43.0,0,1,2161,0.0,429,0,1,0,1,0,0,0,0,1,0,0,0
1,27.0,0,1,2162,0.0,425,0,1,1,0,0,0,0,0,1,0,0,1
0,0.0,0,1,2162,0.0,425,0,1,0,1,0,0,0,0,1,0,0,1
0,27.0,0,0,2163,773.0,349,0,0,0,1,0,0,0,0,0,1,0,0
1,21.0,0,1,2164,0.0,63,1,0,0,1,1,0,0,0,0,0,0,0
0,20.0,0,0,2167,753.0,431,0,0,1,0,0,0,0,0,1,0,0,0
1,35.0,0,1,2168,0.0,427,0,1,0,1,0,0,0,0,1,0,0,1
0,20.0,0,0,2168,1216.0,427,0,1,0,1,0,0,0,0,1,0,0,1
0,24.0,0,0,2171,804.0,433,0,0,0,1,0,0,0,0,1,0,0,0
0,41.0,0,0,2171,6198.0,351,0,0,0,1,0,0,0,0,0,1,0,0
0,23.0,0,1,2172,774.0,347,0,0,1,0,0,0,0,0,0,1,0,1
1,27.0,0,1,2173,0.0,352,0,0,1,0,0,0,0,0,0,1,0,0
1,58.0,0,1,2175,0.0,348,0,0,0,0,0,0,0,0,0,1,0,1
1,53.0,0,1,2177,0.0,435,0,1,0,1,0,0,0,0,1,0,0,0
0,30.0,0,0,2179,8791.0,80,1,0,0,1,0,1,0,0,0,0,0,1
0,24.0,0,0,2180,566.0,428,0,0,0,0,0,0,0,0,1,0,0,1
0,31.0,0,0,2182,4230.0,64,1,0,0,1,1,0,0,0,0,0,0,0
0,46.0,0,0,2183,1233.0,429,0,1,1,0,0,0,0,0,1,0,0,1
0,20.0,0,0,2183,1040.0,429,0,1,0,1,0,0,0,0,1,0,0,1
1,20.0,0,0,2186,0.0,350,0,0,0,1,0,0,0,0,0,1,0,1
0,30.0,0,0,2187,1385.0,437,0,0,0,1,0,0,0,0,1,0,0,0
0,24.0,0,0,2188,691.0,438,0,0,0,0,0,0,0,0,1,0,0,0
0,34.0,0,0,2189,628.0,354,0,0,0,1,0,0,0,0,0,1,0,0
0,20.0,0,0,2190,2272.0,430,0,0,1,0,0,0,0,0,1,0,0,1
1,48.0,0,1,2191,0.0,431,0,1,0,1,0,0,0,0,1,0,0,1
0,25.0,0,0,2193,689.0,439,0,0,1,0,0,0,0,0,1,0,0,0
1,43.0,0,0,2194,0.0,352,0,0,0,1,0,0,0,0,0,1,0,1
0,27.0,0,1,2195,1050.0,440,0,0,0,1,0,0,0,0,1,0,0,0
0,47.0,0,0,2196,5499.0,65,1,0,0,1,1,0,0,0,0,0,0,0
0,26.0,0,1,2196,4715.0,65,1,0,0,0,1,0,0,0,0,0,0,0
1,37.0,0,1,2196,0.0,65,1,0,0,1,1,0,0,0,0,0,0,0
0,42.0,0,0,2196,4140.0,65,1,0,0,0,1,0,0,0,0,0,0,0
0,61.0,0,1,2198,1624.0,156,0,0,0,0,0,0,0,1,0,0,0,1
0,29.0,0,0,2200,2598.0,442,0,1,0,1,0,0,0,0,1,0,0,0
0,32.0,0,1,2201,3032.0,75,1,0,0,0,0,0,1,0,0,0,0,1
0,51.0,0,0,2202,1688.0,443,0,1,0,1,0,0,0,0,1,0,0,0
0,43.0,0,0,2203,2579.0,76,0,1,0,1,0,0,1,0,0,0,0,1
1,25.0,0,1,2204,0.0,90,1,0,0,0,1,0,0,0,0,0,0,1
0,31.0,0,0,2205,789.0,157,0,0,0,1,0,0,0,1,0,0,0,1
0,13.0,0,0,2206,943.0,432,0,0,1,0,0,0,0,0,1,0,0,1
0,20.0,0,0,2207,774.0,354,0,0,0,1,0,0,0,0,0,1,0,1
0,29.0,0,0,2209,1389.0,433,0,0,0,1,0,0,0,0,1,0,0,1
1,16.0,0,0,2210,0.0,355,0,0,0,1,0,0,0,0,0,1,0,1
0,15.0,0,1,2211,2727.0,434,0,0,0,1,0,0,0,0,1,0,0,1
0,50.0,0,0,2212,2175.0,445,0,0,0,1,0,0,0,0,1,0,0,0
0,41.0,1,1,2215,31076.0,27,1,0,0,0,0,0,0,0,0,0,0,1
0,43.0,0,1,2215,2468.0,27,1,0,0,1,0,0,0,0,0,0,0,1
1,32.0,0,1,2215,0.0,27,1,0,0,1,0,0,0,0,0,0,0,1
0,36.0,0,0,2215,3976.0,27,1,0,0,1,0,0,0,0,0,0,0,1
1,18.0,0,1,2219,0.0,150,0,0,0,0,0,0,0,0,0,1,0,1
0,47.0,0,1,2220,882.0,357,0,0,0,1,0,0,0,0,0,1,0,1
1,29.0,0,1,2221,0.0,355,0,0,1,0,0,0,0,0,0,1,0,0
0,23.0,0,0,2223,908.0,358,0,0,0,1,0,0,0,0,0,1,0,1
0,14.0,0,1,2224,804.0,435,0,0,0,1,0,0,0,0,1,0,0,1
1,25.0,0,0,2225,0.0,356,0,0,1,0,0,0,0,0,0,1,0,0
0,63.0,0,0,2228,1173.0,158,0,1,0,1,0,0,0,1,0,0,0,1
0,22.0,0,0,2229,739.0,437,0,0,0,1,0,0,0,0,1,0,0,1
0,32.0,0,0,2231,954.0,159,0,1,0,1,0,0,0,1,0,0,0,1
0,31.0,0,0,2232,689.0,438,0,0,0,0,0,0,0,0,1,0,0,1
0,24.0,0,0,2232,1360.0,438,0,0,0,1,0,0,0,0,1,0,0,1
0,39.0,0,0,2233,907.0,359,0,0,0,1,0,0,0,0,0,1,0,0
1,20.0,0,1,2234,0.0,448,0,1,0,0,0,0,0,0,1,0,0,0
1,20.0,0,1,2234,0.0,448,0,1,0,0,0,0,0,0,1,0,0,0
0,19.0,0,0,2234,0.0,134,0,1,0,1,0,0,0,1,0,0,0,0
0,20.0,0,0,2234,1913.0,134,0,1,0,0,0,0,0,1,0,0,0,0
0,31.0,0,0,2234,1052.0,66,0,1,0,1,0,0,1,0,0,0,0,0
1,17.0,0,1,2234,0.0,448,0,1,0,0,0,0,0,0,1,0,0,0
0,24.0,0,0,2234,2599.0,448,0,1,0,1,0,0,0,0,1,0,0,0
0,27.0,0,0,2235,742.0,449,0,0,0,1,0,0,0,0,1,0,0,0
0,28.0,0,1,2237,4735.0,83,1,0,0,0,0,1,0,0,0,0,0,1
1,41.0,0,1,2237,0.0,83,1,0,0,1,0,1,0,0,0,0,0,1
1,25.0,0,1,2238,0.0,28,1,0,0,0,0,0,0,0,0,0,0,1
0,26.0,0,1,2239,562.0,439,0,0,1,0,0,0,0,0,1,0,0,1
0,27.0,0,0,2241,2516.0,451,0,0,0,1,0,0,0,0,1,0,0,0
0,22.0,0,1,2243,769.0,362,0,0,0,1,0,0,0,0,0,1,0,0
0,62.0,0,0,2251,7336.0,29,1,0,0,0,0,0,0,0,0,0,0,1
0,58.0,0,0,2251,1172.0,29,1,0,0,1,0,0,0,0,0,0,0,1
0,37.0,0,0,2252,2328.0,363,0,0,0,1,0,0,0,0,0,1,0,0
0,54.0,0,0,2253,912.0,359,0,0,0,1,0,0,0,0,0,1,0,1
0,26.0,0,0,2254,713.0,455,0,0,0,1,0,0,0,0,1,0,0,0
1,44.0,0,1,2255,0.0,75,1,0,0,0,0,1,0,0,0,0,0,0
1,34.0,0,1,2255,0.0,75,1,0,0,1,0,1,0,0,0,0,0,0
1,47.0,0,1,2256,0.0,360,0,0,0,1,0,0,0,0,0,1,0,1
0,27.0,1,1,2257,4075.0,76,1,0,0,1,0,1,0,0,0,0,0,0
1,22.0,0,1,2257,0.0,66,1,0,0,0,1,0,0,0,0,0,0,0
1,46.0,0,1,2258,0.0,364,0,0,0,1,0,0,0,0,0,1,0,0
0,29.0,0,1,2261,885.0,441,0,0,0,1,0,0,0,0,1,0,0,1
0,43.0,0,0,2262,673.0,365,0,0,0,0,0,0,0,0,0,1,0,0
0,42.0,0,0,2263,804.0,456,0,0,0,1,0,0,0,0,1,0,0,0
0,39.0,0,1,2264,881.0,442,0,0,0,1,0,0,0,0,1,0,0,1
0,30.0,0,0,2266,1486.0,457,0,1,0,1,0,0,0,0,1,0,0,0
0,43.0,0,1,2267,3046.0,161,0,1,0,1,0,0,0,1,0,0,0,1
1,19.0,0,0,2268,0.0,366,0,0,0,1,0,0,0,0,0,1,0,0
1,26.0,0,1,2269,0.0,458,0,1,0,1,0,0,0,0,1,0,0,0
0,46.0,0,1,2270,1433.0,459,0,1,0,1,0,0,0,0,1,0,0,0
0,3.0,0,1,2272,0.0,367,0,0,0,1,0,0,0,0,0,1,0,0
1,21.0,0,1,2272,0.0,178,0,0,0,0,0,0,0,0,0,1,0,1
0,1.0,0,1,2272,0.0,367,0,0,0,1,0,0,0,0,0,1,0,0
0,22.0,0,0,2273,788.0,162,0,0,0,1,0,0,0,1,0,0,0,1
1,27.0,0,1,2274,0.0,79,1,0,0,0,0,1,0,0,0,0,0,0
1,28.0,0,1,2274,0.0,79,1,0,0,0,0,1,0,0,0,0,0,0
0,36.0,0,0,2275,911.0,460,0,1,1,0,0,0,0,0,1,0,0,0
0,19.0,0,0,2277,809.0,362,0,0,0,1,0,0,0,0,0,1,0,1
1,18.0,0,1,2278,0.0,80,1,0,0,0,0,1,0,0,0,0,0,0
0,47.0,0,0,2279,4195.0,91,1,0,0,0,1,0,0,0,0,0,0,1
0,18.0,0,0,2280,12727.0,92,1,0,0,1,1,0,0,0,0,0,0,1
0,6.0,0,1,2281,0.0,136,0,0,0,1,0,0,0,1,0,0,0,0
0,20.0,0,0,2282,923.0,461,0,0,0,1,0,0,0,0,1,0,0,0
0,18.0,0,0,2284,5916.0,463,0,1,0,1,0,0,0,0,1,0,0,0
0,37.0,0,0,2287,220.0,464,0,0,0,1,0,0,0,0,1,0,0,0
0,22.0,0,0,2288,1618.0,163,0,0,0,1,0,0,0,1,0,0,0,1
0,37.0,0,1,2289,2599.0,465,0,1,0,1,0,0,0,0,1,0,0,0
0,6.0,0,0,2291,0.0,365,0,0,0,0,0,0,0,0,0,1,0,1
0,36.0,0,0,2291,723.0,365,0,0,0,1,0,0,0,0,0,1,0,1
0,46.0,0,0,2291,1031.0,445,0,0,0,0,0,0,0,0,1,0,0,1
0,75.0,0,0,2295,2993.0,466,0,0,0,1,0,0,0,0,1,0,0,0
0,37.0,0,0,2295,696.0,466,0,0,0,1,0,0,0,0,1,0,0,0
1,22.0,0,1,2296,0.0,369,0,0,0,1,0,0,0,0,0,1,0,0
0,33.0,0,0,2298,688.0,467,0,0,1,0,0,0,0,0,1,0,0,0
0,35.0,0,0,2299,617.0,448,0,1,0,1,0,0,0,0,1,0,0,1
0,19.0,0,0,2300,8195.0,81,1,0,0,0,0,1,0,0,0,0,0,0
0,34.0,0,0,2300,6818.0,81,1,0,0,0,0,1,0,0,0,0,0,0
0,23.0,0,1,2301,1053.0,449,0,0,0,1,0,0,0,0,1,0,0,1
0,37.0,0,0,2301,1509.0,367,0,0,0,0,0,0,0,0,0,1,0,1
0,24.0,0,0,2301,1368.0,449,0,0,0,0,0,0,0,0,1,0,0,1
0,54.0,1,0,2302,7878.0,18,1,0,0,1,0,0,0,0,0,0,0,0
0,52.0,0,1,2303,1431.0,468,0,1,0,0,0,0,0,0,1,0,0,0
1,60.0,0,0,2305,0.0,368,0,0,0,1,0,0,0,0,0,1,0,1
0,1.0,0,1,2306,0.0,82,1,0,0,1,0,1,0,0,0,0,0,0
0,33.0,0,1,2306,0.0,82,1,0,0,1,0,1,0,0,0,0,0,0
0,22.0,0,0,2306,3900.0,82,1,0,0,1,0,1,0,0,0,0,0,0
0,27.0,0,1,2306,12152.0,82,1,0,0,0,0,1,0,0,0,0,0,0
1,48.0,0,1,2306,0.0,82,1,0,0,0,0,1,0,0,0,0,0,0
0,47.0,0,0,2306,1776.0,82,1,0,0,0,0,1,0,0,0,0,0,0
1,25.0,0,1,2308,0.0,77,1,0,0,1,0,0,1,0,0,0,0,1
0,49.0,0,0,2308,3947.0,77,1,0,0,0,0,0,1,0,0,0,0,1
0,33.0,0,0,2308,11141.0,77,1,0,0,1,0,0,1,0,0,0,0,1
0,67.0,0,1,2308,5320.0,77,1,0,0,1,0,0,1,0,0,0,0,1
1,5.0,0,0,2309,0.0,371,0,0,1,0,0,0,0,0,0,1,0,0
1,60.0,0,1,2310,0.0,68,1,0,0,0,0,0,1,0,0,0,0,0
1,56.0,0,1,2310,0.0,68,1,0,0,1,0,0,1,0,0,0,0,0
0,59.0,0,0,2310,6306.0,68,1,0,0,1,0,0,1,0,0,0,0,0
1,44.0,0,1,2310,0.0,68,1,0,0,1,0,0,1,0,0,0,0,0
0,33.0,0,0,2311,914.0,372,0,0,0,1,0,0,0,0,0,1,0,0
1,28.0,0,0,2312,0.0,369,0,0,0,1,0,0,0,0,0,1,0,1
0,29.0,0,0,2313,2366.0,469,0,1,0,1,0,0,0,0,1,0,0,0
1,13.0,0,0,2314,0.0,370,0,0,0,1,0,0,0,0,0,1,0,1
1,34.0,0,1,2315,0.0,67,1,0,0,0,1,0,0,0,0,0,0,0
1,45.0,0,1,2316,0.0,371,0,0,1,0,0,0,0,0,0,1,0,1
0,39.0,0,0,2317,908.0,372,0,0,0,1,0,0,0,0,0,1,0,1
0,18.0,0,0,2318,796.0,470,0,0,0,1,0,0,0,0,1,0,0,0
1,57.0,0,0,2319,0.0,373,0,0,1,0,0,0,0,0,0,1,0,0
0,23.0,0,0,2320,804.0,450,0,0,0,0,0,0,0,0,1,0,0,1
1,25.0,0,1,2321,0.0,373,0,0,1,0,0,0,0,0,0,1,0,1
1,22.0,0,0,2325,0.0,374,0,0,1,0,0,0,0,0,0,1,0,1
0,32.0,0,1,2327,5388.0,68,1,0,0,1,1,0,0,0,0,0,0,0
1,29.0,0,1,2329,0.0,472,0,1,0,1,0,0,0,0,1,0,0,0
0,21.0,0,0,2332,2165.0,453,0,0,0,1,0,0,0,0,1,0,0,1
0,16.0,0,0,2333,0.0,137,0,1,0,1,0,0,0,1,0,0,0,0
1,45.0,0,1,2336,0.0,30,1,0,0,0,0,0,0,0,0,0,0,1
0,44.0,1,0,2336,7570.0,30,1,0,0,1,0,0,0,0,0,0,0,1
1,27.0,0,1,2338,0.0,376,0,0,0,0,0,0,0,0,0,1,0,0
0,26.0,0,0,2338,871.0,474,0,0,0,1,0,0,0,0,1,0,0,0
0,46.0,0,0,2339,1347.0,475,0,1,0,1,0,0,0,0,1,0,0,0
0,24.0,0,0,2340,648.0,454,0,0,1,0,0,0,0,0,1,0,0,1
0,15.0,0,1,2341,785.0,455,0,0,0,1,0,0,0,0,1,0,0,1
1,53.0,0,0,2345,0.0,378,0,0,1,0,0,0,0,0,0,1,0,1
0,28.0,0,0,2347,635.0,477,0,0,0,0,0,0,0,0,1,0,0,0
1,11.0,0,1,2347,0.0,377,0,0,0,1,0,0,0,0,0,1,0,0
1,7.0,0,0,2347,0.0,377,0,0,0,1,0,0,0,0,0,1,0,0
1,0.0,0,1,2347,0.0,377,0,0,1,0,0,0,0,0,0,1,0,0
1,15.0,0,1,2347,0.0,377,0,0,0,0,0,0,0,0,0,1,0,0
0,31.0,0,0,2347,608.0,377,0,0,0,0,0,0,0,0,0,1,0,0
0,9.0,0,0,2347,0.0,377,0,0,0,1,0,0,0,0,0,1,0,0
0,44.0,1,0,2348,3958.0,78,1,0,0,0,0,0,1,0,0,0,0,1
0,35.0,0,0,2349,907.0,379,0,0,0,1,0,0,0,0,0,1,0,1
0,30.0,0,1,2353,5525.0,380,0,0,0,1,0,0,0,0,0,1,0,1
0,13.0,0,0,2353,880.0,457,0,0,0,0,0,0,0,0,1,0,0,1
0,45.0,1,0,2356,861.0,80,0,1,0,1,0,0,1,0,0,0,0,1
1,4.0,0,1,2356,0.0,80,0,1,0,1,0,0,1,0,0,0,0,1
1,21.0,0,1,2356,0.0,80,0,1,0,1,0,0,1,0,0,0,0,1
0,20.0,0,0,2357,1618.0,139,0,0,0,1,0,0,0,1,0,0,0,0
1,24.0,0,1,2360,0.0,379,0,0,0,1,0,0,0,0,0,1,0,0
1,3.0,0,0,2361,0.0,380,0,0,1,0,0,0,0,0,0,1,0,0
0,29.0,0,1,2361,792.0,481,0,0,0,1,0,0,0,0,1,0,0,0
0,28.0,0,1,2363,11846.0,85,1,0,0,1,0,1,0,0,0,0,0,1
0,44.0,0,1,2364,907.0,381,0,0,0,1,0,0,0,0,0,1,0,0
1,50.0,0,1,2365,0.0,71,1,0,0,1,0,0,1,0,0,0,0,0
1,35.0,0,0,2366,0.0,482,0,1,0,1,0,0,0,0,1,0,0,0
0,19.0,0,0,2367,645.0,483,0,0,0,1,0,0,0,0,1,0,0,0
0,22.0,0,0,2368,954.0,141,0,1,0,1,0,0,0,1,0,0,0,0
0,30.0,0,0,2369,923.0,484,0,0,0,1,0,0,0,0,1,0,0,0
0,36.0,0,0,2373,12670.0,81,1,0,0,1,0,0,1,0,0,0,0,1
0,20.0,0,1,2374,1896.0,166,0,1,0,1,0,0,0,1,0,0,0,1
0,22.0,0,1,2375,753.0,383,0,0,0,0,0,0,0,0,0,1,0,0
0,22.0,0,0,2376,703.0,459,0,0,0,0,0,0,0,0,1,0,0,1
1,32.0,0,1,2377,0.0,83,1,0,1,0,0,1,0,0,0,0,0,0
0,35.0,0,0,2379,872.0,487,0,0,0,1,0,0,0,0,1,0,0,0
0,41.0,0,0,2382,1357.0,488,0,0,0,0,0,0,0,0,1,0,0,0
1,57.0,0,0,2384,0.0,383,0,0,0,1,0,0,0,0,0,1,0,1
1,3.0,0,0,2384,0.0,383,0,0,1,0,0,0,0,0,0,1,0,1
0,11.0,0,1,2384,0.0,383,0,0,0,0,0,0,0,0,0,1,0,1
0,4.0,0,1,2384,0.0,383,0,0,0,1,0,0,0,0,0,1,0,1
1,17.0,0,0,2384,0.0,383,0,0,0,1,0,0,0,0,0,1,0,1
